ID,rel_docs
32,48340 8302857 8800885 2424543 2856100 7884 181787 7780637 42935 9129579 7354433 14609 131035 224805 4803634 4388138 7446316 5243791 1028737 2044927 5591342 7994585 29143 4093993 5917379 877875 379701 4561948 7522916 8771169 24949 2775929 
33,6624030 8331337 8328926 8244286 753918 5281182 2897919 5176011 8328250 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 
34,3903388 4993664 4717108 716231 347297 163941 4575048 4115700 2597626 4700792 416902 213359 4392519 145036 3654028 134246 56070 2143666 1564813 1560714 36903 5012035 5969817 5006943 4079763 2588503 5968923 4378020 85333 7976981 919550 170848 
35,34235 4893165 582898 168594 9194575 2170220 7577944 2164821 336898 4723498 9067673 2381442 4722968 5166661 7792401 668285 7146832 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 
36,92079 5913529 150345 5799182 839198 5457938 5778988 171552 2346508 689981 5892981 5363828 2047024 4677510 4550961 859429 2239254 713484 5523044 1672252 1324762 944419 2099765 8231881 2378917 1701259 271612 2471647 3370787 5354974 3821715 3147771 
37,1978590 7530 61535 7810877 6296721 4758504 413448 1251363 781441 8061599 6151437 1848378 3009787 9036016 336632 1978609 7815440 706011 5494354 568145 5364438 3665967 773787 436072 5504828 7531 23428 1518520 1877325 5065091 448694 6954740 
38,253944 5368302 34506 1387281 4512999 1410094 1611618 4011073 4510956 24930 5782954 4614654 178565 24934 1181159 253961 7259383 4340951 1268976 7566297 4510854 1578754 4451194 24937 4382562 24996 1273185 24949 953344 4305891 3659288 703302 
39,8692124 29657 5149104 686736 8690787 8690684 8668823 8669014 8971745 92066 437643 5429676 4667663 57079 1792438 4080162 8668908 2622770 8366570 295551 722326 5351820 8679677 783712 4394065 62712 8413566 6133345 756262 2090451 210364 57083 
40,2505242 143629 4827773 8342477 5929688 7219028 5686941 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 6156643 3226132 
41,8039805 4201780 4066603 1603874 5823711 8577899 4246800 112501 4197058 8681106 3023671 5250722 6645440 7226530 4697344 7898126 633 5233729 4688334 1040814 697149 78615 5535608 3305375 2503622 45734 9133096 7905484 4412702 487956 6372907 19291 
42,630100 270062 305354 8658259 6207668 7293769 5140252 8791121 660604 5020587 259188 341150 2314911 8396863 125591 8396838 5905244 2369583 334182 5067576 4014934 761085 1743817 2308823 5700028 3390678 768851 2783511 837164 878324 1603184 562270 
43,7522916 5050295 685851 4734487 4715825 4693872 4766564 4794615 4714728 6188422 685847 4448334 4356089 5047896 1855105 6950469 4446674 4867433 5049355 5335216 6379146 347279 1420415 5955320 5932486 5235878 202280 6871867 5624433 902969 4376318 4572767 
44,26998 36315 26269 90043 7681022 1332376 328448 4488424 4328823 1671913 309571 1593682 837582 617418 8798005 4890988 4318290 5984528 8577846 1011634 5270556 2353250 8577901 308068 3300592 4617288 1332323 242688 4301781 4482072 8707443 207747 
45,5024557 5024532 3719904 1627147 7638605 168388 160024 1202283 414426 168400 55259 4521746 201572 7364 194121 8335276 1967045 1169979 291277 1159548 1964981 1172606 198730 168392 194393 5034836 75355 1965983 191640 289340 1203588 7578854 
46,5024557 168388 5024532 3719904 1202283 7638605 1627147 160024 414426 168392 4521746 168400 55259 201572 7364 194121 194393 8335276 1967045 1169979 291277 1184123 1159548 7578854 1964981 1172606 198730 2412404 5034836 4162078 75355 1965983 
47,107331 84815 2809710 8665954 823824 5015925 9110849 2127304 4206096 343715 2126283 2981202 6827565 8453709 1514167 8370443 5205978 452974 4664543 2454558 548342 52962 5580837 8968859 1048324 8166045 691182 7063472 859100 439912 325513 995195 
48,81611 1285236 884508 5087507 7037693 8442120 424195 6211986 6086184 956509 1072257 9214479 4214603 2051578 6194042 5889163 1631330 5348562 505289 7071387 4429406 5911727 5896112 2129958 3179918 5999485 9203635 1637496 938463 5499749 5995316 973790 
49,28104 61319 7211156 124841 649970 7907988 32794 2449545 5605822 6214770 7907946 296913 5597296 8721044 765050 952704 355327 4257706 677758 732826 4784909 951828 5105799 1325613 1912143 5825885 522513 495406 5605870 845481 1867778 1040648 
50,7006754 475523 1805952 24825 7452635 475401 51479 475332 475418 475542 1676026 24836 39541 2863182 475510 1370812 24904 24908 5235258 2646196 2154551 7222913 3179060 1267018 27847 52277 1839980 256916 1768728 497905 1198005 265900 
51,5870742 206964 692059 2748852 6269324 195139 1091236 4015 257044 20650 1974145 3186203 206960 256240 21512 2277069 9184017 1495764 46711 1917856 21523 131499 51018 4256627 36987 32650 5256272 339223 2082632 309107 9181360 561137 
52,1011618 1973604 4966513 1086603 33322 8321863 7341130 7017067 6801 221397 1121152 4218397 4609600 38050 5927274 7619360 214130 5126058 2952021 896223 997263 1973621 23955 2524884 2296612 277468 1159039 38600 1972326 2276804 20843 679519 
53,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 23426 1738181 47944 23405 3543148 23406 21412 3511 23422 210724 23470 23413 23472 
54,23314 23316 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 5023790 23418 23428 5247202 9224421 23426 1738181 47944 23405 3543148 23406 21412 6854881 3511 4994809 
55,8512582 182251 9117232 85062 191356 3389435 368485 59076 3175739 206815 4884203 1333531 3140257 198647 141823 4580872 1724808 56832 319629 3667841 7538351 5382235 189781 7499118 3621613 7550538 56749 2267003 708942 4808205 3074329 3607846 
56,8721441 1976 1988 8876375 5394811 49168 6286111 676157 634305 593038 48235 56763 5042564 3396549 1124996 1342574 335416 4133718 3605982 3831708 3925436 215759 4904866 7724899 1381962 1154282 4676739 1464090 1700347 1353201 938454 1096490 
57,1999758 133513 340337 1052876 49351 7344399 4441855 164527 884920 5331047 1530581 5788398 3057529 7108053 3805570 4316911 682693 460985 5525383 332384 221397 3614732 4761034 6206320 7987670 5332769 4276396 4701040 2018712 6343162 6366717 3107924 
58,7442433 385756 1326644 987395 561078 9089591 4226101 53203 9205380 7657589 4133489 9206627 8552146 1103862 7044480 6037878 772210 4438479 2031979 4491946 1768230 4003268 3107897 255350 6638687 7140368 714687 1183206 5283309 691290 251723 1456487 
59,1733875 2557036 41155 4687228 2557029 2562116 2416254 6471659 4925773 227442 2949119 2070759 8066048 241779 5110226 2377437 959962 8593132 5961139 2492753 7857893 1568420 1631640 660604 7576546 5599115 829733 7857589 6573239 3545635 6343725 7752895 
60,1936258 711642 45803 809434 896133 896118 896444 6609668 527373 1018615 896273 7625439 6453671 5309809 4498555 2381544 6896911 707600 6396789 1911376 4382289 768585 2479570 4847260 7580475 480945 710378 4524611 4345171 8032970 4345040 7032367 
61,1443968 23314 23316 6145356 25034 23320 355427 23423 23317 23311 23310 23309 23411 2417809 1098591 23293 23424 23421 23308 23418 23428 5059088 23426 1738181 47944 23405 3543148 23406 21412 3511 5459131 23422 
62,335134 2421556 673261 8992863 542159 1400356 665498 5668276 1054760 799168 8866961 2377738 194368 6908039 1005595 644783 7686824 140350 574188 2535367 1385855 174596 245519 4390041 133347 23786 8116032 1034859 8791916 884745 1092051 2339183 
63,862294 756264 8702890 8692124 8351462 8690787 8690684 686736 4186433 8668823 8669014 92066 437643 5378630 4760492 5429676 4667663 57079 1792438 8668908 771363 295551 722326 8679677 8366570 6133345 2090451 57083 743155 6227391 1460637 2417074 
64,325687 349485 4463443 5997498 8658114 1462032 4463515 259188 341150 2314911 8396863 771363 125591 8396838 5905244 2369583 334182 5067576 4014934 761085 1743817 2308823 5700028 3390678 768851 2783511 878324 1603184 562270 223262 5023887 7425017 
65,8678352 395674 1762791 8079207 467338 9059437 77763 6140766 6921321 8966619 7411226 73459 8652 2895020 1380692 9193193 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 
66,612567 49166 152002 1496456 8986379 9146495 9081371 1225890 1299760 2062291 5310658 938454 1209534 1436321 1876858 450622 142285 196137 6294214 503522 228414 1082784 6931855 322293 134718 1203588 6452027 6566317 1452392 4677860 5289894 4217075 
67,3194036 285154 5268657 227903 8622887 530817 545691 4881983 1776410 2721719 2978231 4824337 468655 37710 9127675 1351331 7636518 884234 57101 1993057 7747939 352925 5968539 851236 2569336 5097387 64557 572229 1693305 897 1889964 2391174 
68,152002 1496456 612567 8986379 49166 9146495 9081371 1225890 2062291 5310658 1299760 938454 1209534 1436321 1876858 450622 142285 196137 3886067 6294214 503522 6566317 228414 1082784 6931855 322293 3311237 1203588 1452392 6452027 5289894 2431376 
69,4144110 2615967 3895 2505260 5331458 286336 3142146 4129284 3118006 4696577 4492914 9016974 1218506 4059125 4356437 7309496 7704973 8800848 350872 138409 4129234 702057 298700 4180875 114868 303668 7004147 2973431 2721890 3119795 623531 1862995 
70,39022 4223360 682238 8755921 61286 6387171 9034211 1111821 2620706 6349754 192814 61277 9055541 763502 8892026 2239116 1931289 19884 695374 490550 19860 6313659 9134476 481151 5561793 72533 3203139 1033028 20408 19863 8961136 4441855 
71,77814 1188028 4904866 5359298 1342222 5062904 3831708 215759 1124996 4428589 7724899 1381962 1266363 1154282 7965606 1700347 8757280 1353201 1362138 938454 5378201 1330205 4195000 1096490 1651428 1107984 4946325 56763 1032152 1312723 1897365 53225 
72,414209 21240 952838 52086 6110474 1113465 11657 414205 23446 780631 2109538 7790436 8703271 1945972 1253937 13145 1545346 7414622 571984 2119620 6366688 6833841 5571342 7348544 1440244 1991777 8035428 4922093 24851 72714 2119636 246376 
73,7566496 5278345 62944 2639848 1359937 14027 481941 2756251 2353489 1549975 1314145 5578229 6077146 4582090 4876715 7575371 826128 319653 7568739 62941 4142108 2158292 826147 5146577 503259 8870514 826150 4142121 2527367 875415 5293818 8241632 
74,1685536 493261 5051275 4680560 8128694 4737439 3714802 296961 8441557 7706198 9150450 5634129 919195 5697238 4132299 4129334 2328599 4208278 606925 3271158 393607 2542409 2992557 9009056 7437583 7628151 1298075 3184446 6831530 19388 9108927 8526886 
75,4634115 19404 4140702 6824924 380660 8465335 51926 2530251 5905982 392475 4680525 5349035 2792213 3699 324623 36499 4323934 5540489 7538240 295797 4558024 7653931 5818030 625802 1248339 5285135 6265330 756904 6352727 6270830 19388 60731 
76,1841169 163078 28338 395687 5071376 2550755 4577415 2788696 8796865 3490595 8773454 6946077 7704591 9234898 5071420 3179004 5071448 1829606 7717855 1020185 9192778 2294997 394721 7722741 6001309 413607 1104624 2166171 263818 324954 133797 333857 
77,385194 467194 5121572 2772842 4284721 206287 8381657 1086625 1030240 3030294 8498448 1432071 328097 517890 27652 6602397 4305248 8583 6369685 1392196 1399170 7450471 8863256 328169 241303 417293 26623 333979 326685 241332 339055 84196 
78,1695750 2729449 35993 686723 4654542 6597872 8700135 394056 5653865 237018 8564000 4080905 29939 190622 9195930 295172 2309323 8084797 3931221 533412 6220636 4402061 1608725 71542 613911 3879739 1438452 8109360 9195960 1113705 6477001 1532880 
79,595562 8999714 9901 71475 683555 7031340 8047063 8047090 116463 596142 2720661 2725888 64498 1789 7638634 142683 7038521 2391174 4758030 8940973 7007378 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 
80,2798738 53343 116463 6341506 8047063 8047090 53029 596142 2720661 9901 2725888 71475 142683 2762307 2757767 7007378 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 
81,40494 706173 51924 6025487 6583709 8693312 98019 6025286 7423406 195406 52456 5875368 3714753 52455 783560 2297690 51926 184981 4100306 1517582 3136015 6006681 7103367 160862 5907909 2327978 839985 3306275 3118328 7999827 158000 8072571 
82,74331 46896 1532395 674831 7005866 731524 4455404 4854375 863504 2983063 348178 8474608 6444845 2958206 460245 8849227 2864284 5930963 4410180 859234 67692 1438903 2746091 6544827 8505886 7239607 677224 5266323 1400141 1034725 11392 8807103 
83,4919177 10363 1135821 4568932 7519057 74938 4361 770617 6335094 5703 627684 2448705 10362 6544818 3980732 4330698 6987451 1789056 364904 8953951 7087325 6562243 96138 3154605 179991 217771 1048805 294339 383032 4942834 7663298 8569846 
84,4910865 4163800 5831533 3224271 1006059 7650450 247306 1521259 4608976 228449 391351 1075306 28484 3355981 7792888 8730145 1498621 3403901 8780664 6908456 29714 3570195 1723084 3172583 240156 6506037 6556008 6353980 738218 92657 483814 249595 
85,4183 7970652 260166 220564 220554 231999 286943 6200924 653989 5185764 177672 4673987 6547366 4705909 2039003 288458 4989750 4590384 6611936 6613998 226500 6218491 6218501 5433127 4385296 7089921 1643152 3631420 4531491 1982493 263970 7208826 
86,93854 5437895 5476264 6244375 6455087 119711 439929 93837 28365 34076 93674 1768281 92084 5403541 186786 1761541 1080312 198252 35686 84838 1240988 57177 4393948 135673 575248 5284423 1767451 1682787 1693217 110068 252914 2154344 
87,7470823 2911944 10906 33713 2661029 156391 4423088 5408889 521395 4643236 456945 1409323 867078 528709 3510648 30549 448026 1892174 8722578 1297986 6860183 811823 4966277 6381410 584169 627117 4123595 7698636 8952247 528694 4850726 3265214 
88,1737262 39879 999121 240035 44275 8204124 7694833 8189015 124947 426819 286193 40718 7566626 3434659 1302 5049975 952895 920659 712006 7457112 6375950 1737182 1056679 1117444 1654135 1095988 314643 651914 595198 1304201 11821 42440 
89,4189236 4189316 4189239 4189263 4189262 4189297 4189247 4189226 4189319 2185377 1900996 111473 6594002 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 
90,87979 8590 4171491 1077412 4899901 9099799 250245 8599654 182540 650728 4636500 3034568 8551543 5869343 116339 3007028 1623332 8138485 214399 79070 7380425 3208103 3860135 2695130 1517081 5675898 1185136 270252 645956 2658198 345862 158884 
91,138951 670395 670375 134891 670396 670397 4761988 331833 4234186 6448398 41546 8292293 141593 452612 2537002 4500118 2178663 76058 17436 4099797 112865 8304285 2433878 4305522 3774894 1788567 9036835 34513 6630945 4426011 2749640 3076819 
92,1806802 4889092 33206 5022320 5314909 4366317 5519242 713972 985341 3478417 897861 3388870 555759 9122827 7952439 183989 6458661 4768269 6519785 8509704 500950 531207 2488236 5859007 5001603 3042895 7487818 8507505 4357784 4576361 6314659 4109767 
93,3654920 260709 1343094 483743 4560563 1757267 8268819 209391 878023 251848 5941418 1015979 3370 1751669 1480889 176911 558735 7968010 5709699 1691751 69783 6403905 2836671 7697633 5266713 95191 1468212 4825999 680648 7816107 6787 3783 
94,1905152 9075882 46724 138951 8195473 670395 47046 670375 134891 670396 670397 6993937 331833 1119949 4234186 4829155 4403362 6448398 2819113 88966 274418 141593 1623332 452612 8151070 2537002 4500118 8150998 2375034 2178663 76058 268133 
95,8837 2018866 1704710 127662 4840436 42550 7503485 2377006 3249138 2461429 5338151 5439719 4946974 6629156 3930221 5009934 211236 161264 260111 7662261 1147153 1130877 8412062 747105 6971105 6966719 2460344 8803368 5611350 6400391 1316079 946902 
96,264702 4250936 452612 2537002 138951 1797055 670395 7174746 670375 134891 670396 670397 331833 4234186 6448398 3303706 4107814 141593 4500118 2178663 76058 17436 4099797 1514281 112865 654716 2433878 8174038 4305522 1788567 733495 9036835 
97,69796 8346286 7771602 156570 69798 7789413 3874149 6961205 138951 4193141 7766556 6968982 7751551 670395 670375 134891 670396 670397 975485 7728714 1831008 8554870 331833 4234186 8082028 112654 7789607 5320418 6448398 254357 69793 7505475 
98,287690 6191416 6641429 2294504 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 6156643 3226132 4348946 6539679 4356789 
99,3516589 3764071 36439 1126469 6235704 6237644 1395655 2413155 834855 2024317 270571 6235680 5757394 980930 5344950 3666333 270556 4173285 1451750 557902 7796626 2172083 4324605 6544111 8745720 5921118 7755646 383626 4953836 9075539 5597734 2190587 
100,2322821 45106 134292 3276419 5255737 622716 2373651 8306112 200529 3734615 2239271 6148219 5770204 7915266 118895 4240556 313077 233530 827097 139176 1699920 6442502 5253956 71876 1699943 7910658 8254493 134456 9088002 210056 3046201 1120216 
101,2838757 7479552 195099 8426963 72819 3281262 15102 7538554 1558404 5915916 6297035 341466 5350690 3955910 4656122 5908779 2924709 978143 7264370 1468319 547530 785045 1815088 1444008 184124 296102 4826827 8426628 129077 3598202 1549838 91655 
102,2104 82061 88751 1390058 317326 43325 4540782 7893321 426639 7485786 1179363 4269 3306269 31571 1520656 7484717 218128 8798994 2472890 3734615 7886431 4489412 8847968 1263499 5978089 151514 1564821 8954884 233530 4770372 1136739 1772701 
103,490907 85270 3558147 517774 172640 2249073 5532074 5728384 1334394 8003013 1345153 5523324 287848 6268434 741628 1464579 4907970 2994368 18410 7245698 5421739 89887 1300277 1835097 5174638 7189097 1544203 5143558 770749 42606 110724 3690652 
104,1484578 182967 179661 5254812 8399 4917700 6332806 3516545 3023671 9069447 8109068 383577 6176367 7627633 131064 7995194 3186212 365355 5109721 52896 687154 2654811 4776065 1291032 1476683 3954739 8713805 4249995 2295719 2480854 306541 326444 
105,85776 1298782 8482600 119831 397523 4902974 8953872 1387768 7557979 5157553 5156836 7596128 2455878 5158225 5157536 2446056 4642386 3444764 8854388 2479871 4395765 7493001 2626701 5454996 4730643 5157452 5158189 7669388 6824068 2746092 4038145 735314 
106,135115 146581 138951 670395 670375 134891 670396 670397 8882200 331833 4234186 6448398 141593 452612 2537002 4500118 5098320 2178663 76058 17436 4099797 112865 2433878 4305522 4307834 1788567 9036835 6402180 34513 4426011 2749640 3076819 
107,5292796 288467 3265661 2147925 1994081 8681482 131935 1960972 5848046 6350447 560008 1418122 319225 5456425 3331724 5003912 4360670 560704 6287624 1720765 1067600 692775 6416188 2406736 925847 5351387 2252827 3031618 3226756 6156643 3226132 4348946 
108,3247416 30978 3630631 326511 2472030 2071501 703374 3300699 990734 1153547 26333 541899 947589 140475 8476077 1971872 811906 4813470 8367375 4191119 4232461 6847508 6626381 3208440 5010653 4005197 5495905 1041686 3138814 35529 4908242 3265661 
109,2133586 2381259 1048400 424866 39997 165014 164815 8940768 1353846 3132216 6843 6305855 8304232 5816125 6851320 6495227 4561956 46402 735745 1849695 8623701 635152 2256078 9021978 70116 8803088 3178543 3947716 618089 4773557 1274002 855155 
110,948969 142422 4904948 7129321 248177 3633038 102924 2909246 35010 4693793 4700974 2150263 498090 4484819 6547846 2211951 5833393 1094270 8929886 6621433 6492455 1325691 1345186 1968669 8876516 4930374 289 4898753 3156374 3506302 695838 3032582 
111,218113 389166 1701522 218128 3873630 2034559 520918 4554110 2437314 65285 341782 2469010 389179 5219864 710806 4088562 5693982 988303 3163865 4919463 4688195 9112035 2830130 1157418 5253047 155938 1385943 8762032 5851879 4553035 2486743 6178468 
112,69783 1204136 56085 1738005 9020568 8226809 365672 7767208 903 4713101 4896325 27643 3102468 557255 120814 219662 78956 3315573 811906 878088 23488 1373745 8844032 7146771 5661813 8609388 993121 3557963 867020 668399 7435099 8030099 
113,1968476 6184906 8841322 33140 509361 5699227 808224 15130 1415757 9853 5072440 3029839 9840 2482150 1828497 9845 638441 615043 1729034 7791275 1966409 6099643 37108 75215 7407172 6191958 42716 120457 5491620 5074784 5560219 4074218 
114,7002635 314483 4535297 5023565 4379121 763213 351971 3529041 346669 736282 7129684 408893 6446617 6837039 680071 119924 4809400 5128881 3164104 1772162 7084693 1052054 5161806 588369 6254497 5210920 3669891 7091295 938996 2814459 735016 3621603 
115,4720258 711612 365900 5117961 957 776741 9049318 7281528 2471990 2286679 2439203 655563 2276241 40608 643505 9106290 9058855 124387 4342251 4750810 2254029 1232204 2114451 3281262 7103367 666690 696441 2840486 2098196 2359531 327644 62706 
